2.800000000000e+02 0.000000000000e+00 0.000000000000e+00 -2.384305835010e+00
2.790000000000e+02 2.400917130691e+00 2.400927053794e+00 -2.417587965066e+00
2.780000000000e+02 4.835235789502e+00 4.835255742984e+00 -2.451109534907e+00
2.770000000000e+02 7.303196708167e+00 7.303226800856e+00 -2.484873137743e+00
2.760000000000e+02 9.805043230338e+00 9.805083572642e+00 -2.518881404368e+00
2.750000000000e+02 1.234102134951e+01 1.234107205344e+01 -2.553137003841e+00
2.740000000000e+02 1.491137974762e+01 1.491144092684e+01 -2.587642644186e+00
2.730000000000e+02 1.751636983439e+01 1.751644160422e+01 -2.622401073105e+00
2.720000000000e+02 2.015624578736e+01 2.015632826482e+01 -2.657415078708e+00
2.710000000000e+02 2.283126459264e+01 2.283135789649e+01 -2.692687490255e+00
2.700000000000e+02 2.554168608648e+01 2.554179033723e+01 -2.728221178925e+00
2.690000000000e+02 2.828777299756e+01 2.828788831752e+01 -2.764019058589e+00
2.680000000000e+02 3.106979099006e+01 3.106991750337e+01 -2.800084086609e+00
2.670000000000e+02 3.388800870758e+01 3.388814654025e+01 -2.836419264652e+00
2.660000000000e+02 3.674269781785e+01 3.674284709777e+01 -2.873027639521e+00
2.650000000000e+02 3.963413305829e+01 3.963429391531e+01 -2.909912304013e+00
2.640000000000e+02 4.256259228245e+01 4.256276484836e+01 -2.947076397781e+00
2.630000000000e+02 4.552835650726e+01 4.552854091589e+01 -2.984523108231e+00
2.620000000000e+02 4.853170996132e+01 4.853190634852e+01 -3.022255671433e+00
2.610000000000e+02 5.157294013394e+01 5.157314863767e+01 -3.060277373051e+00
2.600000000000e+02 5.465233782528e+01 5.465255858559e+01 -3.098591549296e+00
2.590000000000e+02 5.777019719731e+01 5.777043035646e+01 -3.137201587906e+00
2.580000000000e+02 6.092681582591e+01 6.092706152835e+01 -3.176110929141e+00
2.570000000000e+02 6.412249475384e+01 6.412275314628e+01 -3.215323066806e+00
2.560000000000e+02 6.735753854485e+01 6.735780977629e+01 -3.254841549296e+00
2.550000000000e+02 7.063225533877e+01 7.063253956054e+01 -3.294669980668e+00
2.540000000000e+02 7.394695690771e+01 7.394725427354e+01 -3.334812021737e+00
2.530000000000e+02 7.730195871342e+01 7.730226937948e+01 -3.375271391193e+00
2.520000000000e+02 8.069757996568e+01 8.069790409063e+01 -3.416051866756e+00
2.510000000000e+02 8.413414368198e+01 8.413448142699e+01 -3.457157286348e+00
2.500000000000e+02 8.761197674824e+01 8.761232827708e+01 -3.498591549296e+00
2.490000000000e+02 9.113140998090e+01 9.113177545998e+01 -3.540358617569e+00
2.480000000000e+02 9.469277819016e+01 9.469315778856e+01 -3.582462517038e+00
2.470000000000e+02 9.829642024450e+01 9.829681413407e+01 -3.624907338769e+00
2.460000000000e+02 1.019426791366e+02 1.019430874920e+02 -3.667697240353e+00
2.450000000000e+02 1.056319020505e+02 1.056323250491e+02 -3.710836447255e+00
2.440000000000e+02 1.093644404300e+02 1.093648782524e+02 -3.754329254214e+00
2.430000000000e+02 1.131406500491e+02 1.131411028786e+02 -3.798180026662e+00
2.420000000000e+02 1.169608910830e+02 1.169613591059e+02 -3.842393202188e+00
2.410000000000e+02 1.208255281809e+02 1.208260115869e+02 -3.886973292034e+00
2.400000000000e+02 1.247349305410e+02 1.247354295227e+02 -3.931924882629e+00
2.390000000000e+02 1.286894719859e+02 1.286899867392e+02 -3.977252637162e+00
2.380000000000e+02 1.326895310405e+02 1.326900617646e+02 -4.022961297195e+00
2.370000000000e+02 1.367354910108e+02 1.367360379084e+02 -4.069055684317e+00
2.360000000000e+02 1.408277400654e+02 1.408283033425e+02 -4.115540701838e+00
2.350000000000e+02 1.449666713175e+02 1.449672511835e+02 -4.162421336530e+00
2.340000000000e+02 1.491526829094e+02 1.491532795776e+02 -4.209702660407e+00
2.330000000000e+02 1.533861780989e+02 1.533867917861e+02 -4.257389832558e+00
2.320000000000e+02 1.576675653472e+02 1.576681962738e+02 -4.305488101020e+00
2.310000000000e+02 1.619972584083e+02 1.619979067989e+02 -4.354002804707e+00
2.300000000000e+02 1.663756764218e+02 1.663763425045e+02 -4.402939375383e+00
2.290000000000e+02 1.708032440060e+02 1.708039280131e+02 -4.452303339689e+00
2.280000000000e+02 1.752803913540e+02 1.752810935219e+02 -4.502100321226e+00
2.270000000000e+02 1.798075543318e+02 1.798082749011e+02 -4.552336042688e+00
2.260000000000e+02 1.843851745787e+02 1.843859137941e+02 -4.603016328057e+00
2.250000000000e+02 1.890136996092e+02 1.890144577198e+02 -4.654147104851e+00
2.240000000000e+02 1.936935829179e+02 1.936943601775e+02 -4.705734406439e+00
2.230000000000e+02 1.984252840869e+02 1.984260807536e+02 -4.757784374408e+00
2.220000000000e+02 2.032092688946e+02 2.032100852313e+02 -4.810303261007e+00
2.210000000000e+02 2.080460094281e+02 2.080468457023e+02 -4.863297431649e+00
2.200000000000e+02 2.129359841974e+02 2.129368406817e+02 -4.916773367478e+00
2.190000000000e+02 2.178796782524e+02 2.178805552242e+02 -4.970737668017e+00
2.180000000000e+02 2.228775833028e+02 2.228784810448e+02 -5.025197053883e+00
2.170000000000e+02 2.279301978406e+02 2.279311166405e+02 -5.080158369572e+00
2.160000000000e+02 2.330380272652e+02 2.330389674161e+02 -5.135628586333e+00
2.150000000000e+02 2.382015840117e+02 2.382025458124e+02 -5.191614805110e+00
2.140000000000e+02 2.434213876822e+02 2.434223714368e+02 -5.248124259576e+00
2.130000000000e+02 2.486979651800e+02 2.486989711984e+02 -5.305164319249e+00
2.120000000000e+02 2.540318508469e+02 2.540328794449e+02 -5.362742492692e+00
2.110000000000e+02 2.594235866043e+02 2.594246381037e+02 -5.420866430812e+00
2.100000000000e+02 2.648737220965e+02 2.648747968253e+02 -5.479543930248e+00
2.090000000000e+02 2.703828148392e+02 2.703839131315e+02 -5.538782936856e+00
2.080000000000e+02 2.759514303693e+02 2.759525525659e+02 -5.598591549296e+00
2.070000000000e+02 2.815801424005e+02 2.815812888487e+02 -5.658978022726e+00
2.060000000000e+02 2.872695329813e+02 2.872707040350e+02 -5.719950772597e+00
2.050000000000e+02 2.930201926571e+02 2.930213886774e+02 -5.781518378564e+00
2.040000000000e+02 2.988327206367e+02 2.988339419916e+02 -5.843689588511e+00
2.030000000000e+02 3.047077249624e+02 3.047089720272e+02 -5.906473322695e+00
2.020000000000e+02 3.106458226845e+02 3.106470958420e+02 -5.969878678009e+00
2.010000000000e+02 3.166476400403e+02 3.166489396808e+02 -6.033914932380e+00
2.000000000000e+02 3.227138126370e+02 3.227151391588e+02 -6.098591549296e+00
1.990000000000e+02 3.288449856399e+02 3.288463394493e+02 -6.163918182462e+00
1.980000000000e+02 3.350418139650e+02 3.350431954765e+02 -6.229904680609e+00
1.970000000000e+02 3.413049624763e+02 3.413063721128e+02 -6.296561092443e+00
1.960000000000e+02 3.476351061885e+02 3.476365443815e+02 -6.363897671745e+00
1.950000000000e+02 3.540329304743e+02 3.540343976644e+02 -6.431924882629e+00
1.940000000000e+02 3.604991312781e+02 3.605006279148e+02 -6.500653404966e+00
1.930000000000e+02 3.670344153339e+02 3.670359418761e+02 -6.570094139969e+00
1.920000000000e+02 3.736395003897e+02 3.736410573058e+02 -6.640258215962e+00
1.910000000000e+02 3.803151154377e+02 3.803167032061e+02 -6.711156994322e+00
1.900000000000e+02 3.870620009502e+02 3.870636200594e+02 -6.782802075612e+00
1.890000000000e+02 3.938809091222e+02 3.938825600709e+02 -6.855205305910e+00
1.880000000000e+02 4.007726041198e+02 4.007742874174e+02 -6.928378783338e+00
1.870000000000e+02 4.077378623357e+02 4.077395785026e+02 -7.002334864804e+00
1.860000000000e+02 4.147774726518e+02 4.147792222195e+02 -7.077086172952e+00
1.850000000000e+02 4.218922367078e+02 4.218940202195e+02 -7.152645603350e+00
1.840000000000e+02 4.290829691785e+02 4.290847871891e+02 -7.229026331904e+00
1.830000000000e+02 4.363504980575e+02 4.363523511340e+02 -7.306241822520e+00
1.820000000000e+02 4.436956649493e+02 4.436975536714e+02 -7.384305835010e+00
1.810000000000e+02 4.511193253691e+02 4.511212503292e+02 -7.463232433274e+00
1.800000000000e+02 4.586223490514e+02 4.586243108551e+02 -7.543035993740e+00
