2.800000000000e+02 0.000000000000e+00 -2.384305835010e+00
2.790000000000e+02 2.384305835010e+00 -2.377553357215e+00
2.780000000000e+02 4.761859192225e+00 -2.291424302748e+00
2.770000000000e+02 7.053283494974e+00 -2.134529419008e+00
2.760000000000e+02 9.187812913981e+00 -1.924403192098e+00
2.750000000000e+02 1.111221610608e+01 -1.683550054628e+00
2.740000000000e+02 1.279576616071e+01 -1.434602984753e+00
2.730000000000e+02 1.423036914546e+01 -1.196320749048e+00
2.720000000000e+02 1.542668989451e+01 -9.814801413740e-01
2.710000000000e+02 1.640817003588e+01 -7.967153499280e-01
2.700000000000e+02 1.720488538581e+01 -6.436572272430e-01
2.690000000000e+02 1.784854261305e+01 -5.205650204907e-01
2.680000000000e+02 1.836910763355e+01 -4.238579228573e-01
2.670000000000e+02 1.879296555640e+01 -3.492674730732e-01
2.660000000000e+02 1.914223302948e+01 -2.925692919527e-01
2.650000000000e+02 1.943480232143e+01 -2.499718725128e-01
2.640000000000e+02 1.968477419394e+01 -2.182712212563e-01
2.630000000000e+02 1.990304541520e+01 -1.948666518972e-01
2.620000000000e+02 2.009791206709e+01 -1.777058865270e-01
2.610000000000e+02 2.027561795362e+01 -1.652021378306e-01
2.600000000000e+02 2.044082009145e+01 -1.561469999217e-01
2.590000000000e+02 2.059696709137e+01 -1.496307895738e-01
2.580000000000e+02 2.074659788095e+01 -1.449748472129e-01
2.570000000000e+02 2.089157272816e+01 -1.416765100729e-01
2.560000000000e+02 2.103324923823e+01 -1.393656794531e-01
2.550000000000e+02 2.117261491769e+01 -1.377712310018e-01
2.540000000000e+02 2.131038614869e+01 -1.366954174676e-01
2.530000000000e+02 2.144708156616e+01 -1.359945763666e-01
2.520000000000e+02 2.158307614252e+01 -1.355647134185e-01
2.510000000000e+02 2.171864085594e+01 -1.353308030422e-01
2.500000000000e+02 2.185397165898e+01 -1.352388924532e-01
2.490000000000e+02 2.198921055144e+01 -1.352503029533e-01
2.480000000000e+02 2.212446085439e+01 -1.353373895910e-01
2.470000000000e+02 2.225979824398e+01 -1.354804524122e-01
2.460000000000e+02 2.239527869639e+01 -1.356654946547e-01
2.450000000000e+02 2.253094419105e+01 -1.358826011979e-01
2.440000000000e+02 2.266682679225e+01 -1.361247694979e-01
2.430000000000e+02 2.280295156174e+01 -1.363870694281e-01
2.420000000000e+02 2.293933863117e+01 -1.366660413745e-01
2.410000000000e+02 2.307600467255e+01 -1.369592663487e-01
2.400000000000e+02 2.321296393889e+01 -1.372650598937e-01
2.390000000000e+02 2.335022899879e+01 -1.375822547967e-01
2.380000000000e+02 2.348781125359e+01 -1.379100473073e-01
2.370000000000e+02 2.362572130089e+01 -1.382478886306e-01
2.360000000000e+02 2.376396918952e+01 -1.385954085945e-01
2.350000000000e+02 2.390256459812e+01 -1.389523621130e-01
2.340000000000e+02 2.404151696023e+01 -1.393185917516e-01
2.330000000000e+02 2.418083555198e+01 -1.396940016280e-01
2.320000000000e+02 2.432052955361e+01 -1.400785392733e-01
2.310000000000e+02 2.446060809288e+01 -1.404721830617e-01
2.300000000000e+02 2.460108027595e+01 -1.408749335271e-01
2.290000000000e+02 2.474195520947e+01 -1.412868073822e-01
2.280000000000e+02 2.488324201685e+01 -1.417078334133e-01
2.270000000000e+02 2.502494985027e+01 -1.421380496708e-01
2.260000000000e+02 2.516708789994e+01 -1.425775015552e-01
2.250000000000e+02 2.530966540149e+01 -1.430262405163e-01
2.240000000000e+02 2.545269164201e+01 -1.434843231763e-01
2.230000000000e+02 2.559617596519e+01 -1.439518107404e-01
2.220000000000e+02 2.574012777593e+01 -1.444287686058e-01
2.210000000000e+02 2.588455654453e+01 -1.449152661057e-01
2.200000000000e+02 2.602947181064e+01 -1.454113763451e-01
2.190000000000e+02 2.617488318698e+01 -1.459171761001e-01
2.180000000000e+02 2.632080036308e+01 -1.464327457611e-01
2.170000000000e+02 2.646723310884e+01 -1.469581693052e-01
2.160000000000e+02 2.661419127815e+01 -1.474935342909e-01
2.150000000000e+02 2.676168481244e+01 -1.480389318673e-01
2.140000000000e+02 2.690972374431e+01 -1.485944567946e-01
2.130000000000e+02 2.705831820110e+01 -1.491602074733e-01
2.120000000000e+02 2.720747840858e+01 -1.497362859798e-01
2.110000000000e+02 2.735721469456e+01 -1.503227981080e-01
2.100000000000e+02 2.750753749266e+01 -1.509198534150e-01
2.090000000000e+02 2.765845734608e+01 -1.515275652720e-01
2.080000000000e+02 2.780998491135e+01 -1.521460509186e-01
2.070000000000e+02 2.796213096227e+01 -1.527754315207e-01
2.060000000000e+02 2.811490639379e+01 -1.534158322335e-01
2.050000000000e+02 2.826832222602e+01 -1.540673822662e-01
2.040000000000e+02 2.842238960829e+01 -1.547302149522e-01
2.030000000000e+02 2.857711982324e+01 -1.554044678220e-01
2.020000000000e+02 2.873252429106e+01 -1.560902826806e-01
2.010000000000e+02 2.888861457374e+01 -1.567878056876e-01
2.000000000000e+02 2.904540237943e+01 -1.574971874428e-01
1.990000000000e+02 2.920289956687e+01 -1.582185830744e-01
1.980000000000e+02 2.936111814995e+01 -1.589521523322e-01
1.970000000000e+02 2.952007030228e+01 -1.596980596849e-01
1.960000000000e+02 2.967976836197e+01 -1.604564744209e-01
1.950000000000e+02 2.984022483639e+01 -1.612275707548e-01
1.940000000000e+02 3.000145240714e+01 -1.620115279376e-01
1.930000000000e+02 3.016346393508e+01 -1.628085303718e-01
1.920000000000e+02 3.032627246545e+01 -1.636187677314e-01
1.910000000000e+02 3.048989123318e+01 -1.644424350873e-01
1.900000000000e+02 3.065433366827e+01 -1.652797330366e-01
1.890000000000e+02 3.081961340131e+01 -1.661308678390e-01
1.880000000000e+02 3.098574426915e+01 -1.669960515573e-01
1.870000000000e+02 3.115274032070e+01 -1.678755022040e-01
1.860000000000e+02 3.132061582291e+01 -1.687694438943e-01
1.850000000000e+02 3.148938526680e+01 -1.696781070044e-01
1.840000000000e+02 3.165906337381e+01 -1.706017283365e-01
1.830000000000e+02 3.182966510214e+01 -1.715405512907e-01
1.820000000000e+02 3.200120565343e+01 -1.724948260431e-01
1.810000000000e+02 3.217370047948e+01 -1.734648097311e-01
1.800000000000e+02 3.234716528921e+01 -1.744507666466e-01
1.790000000000e+02 3.252161605585e+01 -1.754529684357e-01
1.780000000000e+02 3.269706902429e+01 -1.764716943073e-01
1.770000000000e+02 3.287354071860e+01 -1.775072312496e-01
1.760000000000e+02 3.305104794985e+01 -1.785598742551e-01
1.750000000000e+02 3.322960782410e+01 -1.796299265542e-01
1.740000000000e+02 3.340923775066e+01 -1.807176998587e-01
1.730000000000e+02 3.358995545051e+01 -1.818235146143e-01
1.720000000000e+02 3.377177896513e+01 -1.829477002638e-01
1.710000000000e+02 3.395472666539e+01 -1.840905955201e-01
1.700000000000e+02 3.413881726091e+01 -1.852525486504e-01
1.690000000000e+02 3.432406980956e+01 -1.864339177720e-01
1.680000000000e+02 3.451050372734e+01 -1.876350711594e-01
1.670000000000e+02 3.469813879849e+01 -1.888563875647e-01
1.660000000000e+02 3.488699518606e+01 -1.900982565497e-01
1.650000000000e+02 3.507709344261e+01 -1.913610788327e-01
1.640000000000e+02 3.526845452144e+01 -1.926452666488e-01
1.630000000000e+02 3.546109978809e+01 -1.939512441248e-01
1.620000000000e+02 3.565505103222e+01 -1.952794476700e-01
1.610000000000e+02 3.585033047989e+01 -1.966303263829e-01
1.600000000000e+02 3.604696080627e+01 -1.980043424745e-01
1.590000000000e+02 3.624496514874e+01 -1.994019717098e-01
1.580000000000e+02 3.644436712045e+01 -2.008237038675e-01
1.570000000000e+02 3.664519082432e+01 -2.022700432189e-01
1.560000000000e+02 3.684746086754e+01 -2.037415090272e-01
1.550000000000e+02 3.705120237657e+01 -2.052386360684e-01
1.540000000000e+02 3.725644101263e+01 -2.067619751739e-01
1.530000000000e+02 3.746320298781e+01 -2.083120937965e-01
1.520000000000e+02 3.767151508160e+01 -2.098895766019e-01
1.510000000000e+02 3.788140465821e+01 -2.114950260843e-01
1.500000000000e+02 3.809289968429e+01 -2.131290632104e-01
1.490000000000e+02 3.830602874750e+01 -2.147923280907e-01
1.480000000000e+02 3.852082107559e+01 -2.164854806818e-01
1.470000000000e+02 3.873730655627e+01 -2.182092015183e-01
1.460000000000e+02 3.895551575779e+01 -2.199641924794e-01
1.450000000000e+02 3.917547995027e+01 -2.217511775887e-01
1.440000000000e+02 3.939723112786e+01 -2.235709038510e-01
1.430000000000e+02 3.962080203171e+01 -2.254241421276e-01
1.420000000000e+02 3.984622617384e+01 -2.273116880512e-01
1.410000000000e+02 4.007353786189e+01 -2.292343629839e-01
1.400000000000e+02 4.030277222487e+01 -2.311930150196e-01
1.390000000000e+02 4.053396523989e+01 -2.331885200336e-01
1.380000000000e+02 4.076715375993e+01 -2.352217827819e-01
1.370000000000e+02 4.100237554271e+01 -2.372937380532e-01
1.360000000000e+02 4.123966928076e+01 -2.394053518753e-01
1.350000000000e+02 4.147907463264e+01 -2.415576227810e-01
1.340000000000e+02 4.172063225542e+01 -2.437515831348e-01
1.330000000000e+02 4.196438383855e+01 -2.459883005255e-01
1.320000000000e+02 4.221037213908e+01 -2.482688792266e-01
1.310000000000e+02 4.245864101831e+01 -2.505944617302e-01
1.300000000000e+02 4.270923548004e+01 -2.529662303582e-01
1.290000000000e+02 4.296220171039e+01 -2.553854089535e-01
1.280000000000e+02 4.321758711935e+01 -2.578532646593e-01
1.270000000000e+02 4.347544038401e+01 -2.603711097881e-01
1.260000000000e+02 4.373581149379e+01 -2.629403037886e-01
1.250000000000e+02 4.399875179758e+01 -2.655622553145e-01
1.240000000000e+02 4.426431405290e+01 -2.682384244024e-01
1.230000000000e+02 4.453255247730e+01 -2.709703247652e-01
1.220000000000e+02 4.480352280207e+01 -2.737595262079e-01
1.210000000000e+02 4.507728232827e+01 -2.766076571734e-01
1.200000000000e+02 4.535388998545e+01 -2.795164074272e-01
1.190000000000e+02 4.563340639287e+01 -2.824875308885e-01
1.180000000000e+02 4.591589392376e+01 -2.855228486185e-01
1.170000000000e+02 4.620141677238e+01 -2.886242519740e-01
1.160000000000e+02 4.649004102435e+01 -2.917937059398e-01
1.150000000000e+02 4.678183473029e+01 -2.950332526485e-01
1.140000000000e+02 4.707686798294e+01 -2.983450151029e-01
1.130000000000e+02 4.737521299805e+01 -3.017312011120e-01
1.120000000000e+02 4.767694419916e+01 -3.051941074573e-01
1.110000000000e+02 4.798213830662e+01 -3.087361243025e-01
1.100000000000e+02 4.829087443092e+01 -3.123597398659e-01
1.090000000000e+02 4.860323417078e+01 -3.160675453712e-01
1.080000000000e+02 4.891930171615e+01 -3.198622402980e-01
1.070000000000e+02 4.923916395645e+01 -3.237466379519e-01
1.060000000000e+02 4.956291059440e+01 -3.277236713772e-01
1.050000000000e+02 4.989063426578e+01 -3.317963996370e-01
1.040000000000e+02 5.022243066542e+01 -3.359680144872e-01
1.030000000000e+02 5.055839867991e+01 -3.402418474728e-01
1.020000000000e+02 5.089864052738e+01 -3.446213774782e-01
1.010000000000e+02 5.124326190486e+01 -3.491102387653e-01
1.000000000000e+02 5.159237214362e+01 -3.537122295350e-01
9.900000000000e+01 5.194608437316e+01 -3.584313210545e-01
9.800000000000e+01 5.230451569421e+01 -3.632716673905e-01
9.700000000000e+01 5.266778736160e+01 -3.682376157982e-01
9.600000000000e+01 5.303602497740e+01 -3.733337178160e-01
9.500000000000e+01 5.340935869522e+01 -3.785647411224e-01
9.400000000000e+01 5.378792343634e+01 -3.839356822157e-01
9.300000000000e+01 5.417185911855e+01 -3.894517799842e-01
9.200000000000e+01 5.456131089854e+01 -3.951185302385e-01
9.100000000000e+01 5.495642942878e+01 -4.009417012865e-01
9.000000000000e+01 5.535737113006e+01 -4.069273506381e-01
8.900000000000e+01 5.576429848070e+01 -4.130818429350e-01
8.800000000000e+01 5.617738032364e+01 -4.194118692113e-01
8.700000000000e+01 5.659679219285e+01 -4.259244675993e-01
8.600000000000e+01 5.702271666045e+01 -4.326270456076e-01
8.500000000000e+01 5.745534370606e+01 -4.395274041111e-01
8.400000000000e+01 5.789487111017e+01 -4.466337632066e-01
8.300000000000e+01 5.834150487337e+01 -4.539547901025e-01
8.200000000000e+01 5.879545966348e+01 -4.614996292316e-01
8.100000000000e+01 5.925695929271e+01 -4.692779347922e-01
8.000000000000e+01 5.972623722750e+01 -4.772999059471e-01
7.900000000000e+01 6.020353713345e+01 -4.855763249348e-01
7.800000000000e+01 6.068911345838e+01 -4.941185983738e-01
7.700000000000e+01 6.118323205675e+01 -5.029388020738e-01
7.600000000000e+01 6.168617085883e+01 -5.120497297007e-01
7.500000000000e+01 6.219822058853e+01 -5.214649456852e-01
7.400000000000e+01 6.271968553421e+01 -5.311988428058e-01
7.300000000000e+01 6.325088437702e+01 -5.412667049306e-01
7.200000000000e+01 6.379215108195e+01 -5.516847754600e-01
7.100000000000e+01 6.434383585741e+01 -5.624703320743e-01
7.000000000000e+01 6.490630618949e+01 -5.736417684683e-01
