10 9.000000 21.684340 19.769385 1.043193912823e+00 4.930670052351e-01 8.620790946699e-01
100 18.900000 18.925697 20.097609 3.909006794457e+00 9.310418960382e-01 1.326453473490e+00
1000 20.370000 20.166439 20.019034 3.425401089878e+00 7.893242676284e-01 1.086309045984e+00
10000 20.016000 20.186800 19.998303 3.386769173475e+00 7.961076362281e-01 1.058004473054e+00
100000 19.981800 20.022711 19.999205 3.308702416675e+00 7.942262840397e-01 1.037217136225e+00
1000000 20.004510 20.015807 19.999589 3.333632010093e+00 7.988013000817e-01 1.044608282284e+00
10000000 19.997148 20.000087 19.999634 3.333956626720e+00 7.998540219416e-01 1.043623559795e+00
