1.000000000000e-01 1.000000000000e-01 
2.367750000000e-01 1.000000000000e-01 
2.451493998609e-01 2.367750000000e-01 
7.116473313993e-02 2.451493998609e-01 
2.063416153065e-01 7.116473313993e-02 
2.481054014474e-01 2.063416153065e-01 
1.269419347040e-01 2.481054014474e-01 
1.649489594254e-01 1.269419347040e-01 
2.483971241501e-01 1.649489594254e-01 
1.886404910187e-01 2.483971241501e-01 
1.088814627910e-01 1.886404910187e-01 
2.359361267336e-01 1.088814627910e-01 
2.417703482448e-01 2.359361267336e-01 
7.675234821352e-02 2.417703482448e-01 
2.067187173431e-01 7.675234821352e-02 
2.491561636715e-01 2.067187173431e-01 
1.252796994518e-01 2.491561636715e-01 
1.647254856676e-01 1.252796994518e-01 
2.487341593596e-01 1.647254856676e-01 
1.886918485051e-01 2.487341593596e-01 
1.081954915922e-01 1.886918485051e-01 
2.361246831329e-01 1.081954915922e-01 
2.420331788093e-01 2.361246831329e-01 
7.606387645443e-02 2.420331788093e-01 
2.068319677438e-01 7.606387645443e-02 
2.490625899783e-01 2.068319677438e-01 
1.251689235666e-01 2.490625899783e-01 
1.649493057174e-01 1.251689235666e-01 
2.487323643246e-01 1.649493057174e-01 
1.884156435289e-01 2.487323643246e-01 
1.084795568839e-01 1.884156435289e-01 
2.361969198234e-01 1.084795568839e-01 
2.418883436947e-01 2.361969198234e-01 
7.607633427483e-02 2.418883436947e-01 
2.069753213497e-01 7.607633427483e-02 
2.490762971296e-01 2.069753213497e-01 
1.249024611217e-01 2.490762971296e-01 
1.651390284517e-01 1.249024611217e-01 
2.487613935406e-01 1.651390284517e-01 
1.881605193691e-01 2.487613935406e-01 
1.086840145097e-01 1.881605193691e-01 
2.362818004309e-01 1.086840145097e-01 
2.417752392214e-01 2.362818004309e-01 
7.602669404625e-02 2.417752392214e-01 
2.071203026074e-01 7.602669404625e-02 
2.490806456693e-01 2.071203026074e-01 
1.246417796987e-01 2.490806456693e-01 
1.653376132189e-01 1.246417796987e-01 
2.487882480898e-01 1.653376132189e-01 
1.878952890178e-01 2.487882480898e-01 
1.089026587325e-01 1.878952890178e-01 
2.363678468905e-01 1.089026587325e-01 
2.416545855171e-01 2.363678468905e-01 
7.598311789631e-02 2.416545855171e-01 
2.072694574144e-01 7.598311789631e-02 
2.490862415512e-01 2.072694574144e-01 
1.243722370407e-01 2.490862415512e-01 
1.655411060708e-01 1.243722370407e-01 
2.488158771743e-01 1.655411060708e-01 
1.876228399010e-01 2.488158771743e-01 
1.091269956506e-01 1.876228399010e-01 
2.364560345242e-01 1.091269956506e-01 
2.415299019269e-01 2.364560345242e-01 
7.593960922617e-02 2.415299019269e-01 
2.074224725587e-01 7.593960922617e-02 
2.490921445946e-01 2.074224725587e-01 
1.240952619101e-01 2.490921445946e-01 
1.657497331993e-01 1.240952619101e-01 
2.488439799675e-01 1.657497331993e-01 
1.873430486114e-01 2.488439799675e-01 
1.093577003099e-01 1.873430486114e-01 
2.365461999784e-01 1.093577003099e-01 
2.414008465139e-01 2.365461999784e-01 
7.589689408951e-02 2.414008465139e-01 
2.075792742234e-01 7.589689408951e-02 
2.490984546627e-01 2.075792742234e-01 
1.238108660523e-01 2.490984546627e-01 
1.659633206967e-01 1.238108660523e-01 
2.488725415500e-01 1.659633206967e-01 
1.870560981742e-01 2.488725415500e-01 
1.095945993940e-01 1.870560981742e-01 
2.366382688428e-01 1.095945993940e-01 
2.412674411267e-01 2.366382688428e-01 
7.585510342247e-02 2.412674411267e-01 
2.077397447805e-01 7.585510342247e-02 
2.491051773732e-01 2.077397447805e-01 
1.235192291709e-01 2.491051773732e-01 
1.661817000776e-01 1.235192291709e-01 
2.489015171555e-01 1.661817000776e-01 
1.867621861042e-01 2.489015171555e-01 
1.098375608981e-01 1.867621861042e-01 
2.367321456710e-01 1.098375608981e-01 
2.411296945737e-01 2.367321456710e-01 
7.581442680937e-02 2.411296945737e-01 
2.079037476469e-01 7.581442680937e-02 
2.491123250927e-01 2.079037476469e-01 
1.232205585874e-01 2.491123250927e-01 
1.664046718458e-01 1.232205585874e-01 
2.489308601884e-01 1.664046718458e-01 
1.864615515316e-01 2.489308601884e-01 
1.100864141865e-01 1.864615515316e-01 
2.368277236116e-01 1.100864141865e-01 
2.409876377278e-01 2.368277236116e-01 
7.577505284925e-02 2.409876377278e-01 
2.080711245472e-01 7.577505284925e-02 
2.491199076932e-01 2.080711245472e-01 
1.229151032382e-01 2.491199076932e-01 
1.666320081856e-01 1.229151032382e-01 
2.489605199085e-01 1.666320081856e-01 
1.861544739873e-01 2.489605199085e-01 
1.103409557457e-01 1.861544739873e-01 
2.369248836036e-01 1.103409557457e-01 
2.408413220004e-01 2.369248836036e-01 
7.573717254780e-02 2.408413220004e-01 
2.082416954764e-01 7.573717254780e-02 
2.491279330481e-01 2.082416954764e-01 
1.226031535730e-01 2.491279330481e-01 
1.668634525763e-01 1.226031535730e-01 
2.489904418438e-01 1.668634525763e-01 
1.858412742124e-01 2.489904418438e-01 
1.106009477847e-01 1.858412742124e-01 
2.370234946545e-01 1.106009477847e-01 
2.406908209084e-01 2.370234946545e-01 
7.570097696473e-02 2.406908209084e-01 
2.084152586893e-01 7.570097696473e-02 
2.491364066785e-01 2.084152586893e-01 
1.222850422382e-01 2.491364066785e-01 
1.670987200365e-01 1.222850422382e-01 
2.490205680425e-01 1.670987200365e-01 
1.855223143000e-01 2.490205680425e-01 
1.108661178264e-01 1.855223143000e-01 
2.371234142041e-01 1.108661178264e-01 
2.405362312044e-01 2.371234142041e-01 
7.566665517100e-02 2.405362312044e-01 
2.085915909767e-01 7.566665517100e-02 
2.491453314825e-01 2.085915909767e-01 
1.219611441769e-01 2.491453314825e-01 
1.673374977084e-01 1.219611441769e-01 
2.490508374154e-01 1.673374977084e-01 
1.851979973455e-01 2.490508374154e-01 
1.111361586352e-01 1.851979973455e-01 
2.372244886703e-01 1.111361586352e-01 
2.403776738325e-01 2.372244886703e-01 
7.563439202041e-02 2.403776738325e-01 
2.087704482319e-01 7.563439202041e-02 
2.491547074761e-01 2.087704482319e-01 
1.216318762074e-01 2.491547074761e-01 
1.675794458343e-01 1.216318762074e-01 
2.490811861482e-01 1.675794458343e-01 
1.848687665443e-01 2.490811861482e-01 
1.114107285814e-01 1.848687665443e-01 
2.373265541753e-01 1.114107285814e-01 
2.402152946429e-01 2.373265541753e-01 
7.560436581684e-02 2.402152946429e-01 
2.089515663206e-01 7.560436581684e-02 
2.491645315605e-01 2.089515663206e-01 
1.212976960285e-01 2.491645315605e-01 
1.678241991364e-01 1.212976960285e-01 
2.491115481815e-01 1.678241991364e-01 
1.845351037058e-01 2.491115481815e-01 
1.116894524708e-01 1.845351037058e-01 
2.374294374506e-01 1.116894524708e-01 
2.400492648275e-01 2.374294374506e-01 
7.557674591687e-02 2.400492648275e-01 
2.091346622674e-01 7.557674591687e-02 
2.491747973243e-01 2.091346622674e-01 
1.209591006186e-01 2.491747973243e-01 
1.680713686070e-01 1.209591006186e-01 
2.491418557541e-01 1.680713686070e-01 
1.841975271620e-01 2.491418557541e-01 
1.119719228633e-01 1.841975271620e-01 
2.375329569201e-01 1.119719228633e-01 
2.398797810407e-01 2.375329569201e-01 
7.555169031833e-02 2.398797810407e-01 
2.093194357568e-01 7.555169031833e-02 
2.491854948888e-01 2.093194357568e-01 
1.206166240094e-01 2.491854948888e-01 
1.683205437063e-01 1.206166240094e-01 
2.491720400032e-01 1.683205437063e-01 
1.838565890654e-01 2.491720400032e-01 
