-50 0
-49 0
-48 0
-47 0
-46 0
-45 0
-44 0
-43 0
-42 3
-41 0
-40 3
-39 0
-38 2
-37 0
-36 8
-35 0
-34 26
-33 0
-32 41
-31 0
-30 89
-29 0
-28 149
-27 0
-26 237
-25 0
-24 431
-23 0
-22 740
-21 0
-20 1069
-19 0
-18 1605
-17 0
-16 2226
-15 0
-14 3103
-13 0
-12 3854
-11 0
-10 4833
-9 0
-8 5799
-7 0
-6 6740
-5 0
-4 7482
-3 0
-2 7769
-1 0
0 7740
1 0
2 7818
3 0
4 7534
5 0
6 6553
7 0
8 5839
9 0
10 4805
11 0
12 3843
13 0
14 2997
15 0
16 2240
17 0
18 1569
19 0
20 1086
21 0
22 744
23 0
24 415
25 0
26 260
27 0
28 154
29 0
30 97
31 0
32 46
33 0
34 26
35 0
36 10
37 0
38 9
39 0
40 4
41 0
42 2
43 0
44 0
45 0
46 0
47 0
48 0
49 0
